,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,Cluster,PC1_2d,PC2_2d
4313,12204189,10204189,Monday,Don't know,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,0 to 5,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.668718173,Shopping,1,-0.8465077185943429,-0.401535652167128
4314,12204196,10204196,Monday,Somewhat typical,Staten Island,Staten Island,NOON,Manhattan,Staten Island,Home,Staten Island,Staten Island,Home,56 to 60,2.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.437122414,Personal errands,1,-0.7002389068009673,0.66349811895455
4315,12204200,10204200,Monday,Somewhat typical,Brooklyn,Inner Brooklyn,PM,Inner Brooklyn,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",6 to 10,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.47295238,Shopping,1,-0.8836243261920559,-0.3797474831148049
4316,12204206,10204206,Monday,Somewhat typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,0 to 5,2.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.481549334,Commute to/from work,1,-0.660674163940783,-0.37920575029486103
4317,12204209,10204209,Monday,Very typical,Staten Island,Staten Island,NOON,Brooklyn,Staten Island,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Staten Island,"Grocery store or market (including deli, bodega, etc.)",0 to 5,4.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.058674742,Shopping,1,-0.6450160657867371,0.8361297409885191
4318,12204212,10204212,Monday,Very typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,0 to 5,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,1.221450786,Personal errands,1,-0.9081964255979921,0.08927635716208117
4319,12204245,10204245,Monday,Very typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,0 to 5,2.0,Male,"Less than $14,999",No,No,Yes,No,No,No,No,No,No,55-64,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.855540875,Shopping,1,-0.8048294999971377,-0.29165769590923746
4320,12204246,10204246,Monday,Not very typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,6 to 10,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.933541479,Social/recreation,1,-0.3370888568671022,-0.12338210078828125
4781,13203222,10203222,Tuesday,Somewhat typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,0 to 5,4.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,58.0,0.0,No,Walk,Walk,Yes,0.76903958,Social/recreation,1,-0.8628039024970673,0.2377768112729003
4782,13203233,10203233,Tuesday,Somewhat typical,Queens,Inner Queens,NOON,Manhattan,Inner Queens,Home,Queens,Inner Queens,Home,41 to 45,3.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,58.0,0.0,No,Subway,Subway,Yes,1.578431633,School,1,-0.8073366574759983,0.10907761033442387
4783,13203259,10203259,Tuesday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,26 to 30,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,71.0,58.0,0.0,No,Walk,Walk,Yes,1.563542189,Shopping,1,-0.7237199067150453,1.0951428744644631
4784,13203298,10203298,Wednesday,Not at all typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Friend or family member's home,Brooklyn,Outer Brooklyn,Friend or family member's home,0 to 5,4.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Walk,Walk,Yes,2.064712125,Social/recreation,1,-0.7869411463957299,0.3464965374257319
4785,13203304,10203304,Wednesday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,Inner Brooklyn,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",0 to 5,3.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Walk,Walk,Yes,2.185267194,Shopping,1,-0.35349806239215137,0.6259749544639657
4786,13203308,10203308,Wednesday,Very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,11 to 15,3.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,71.0,60.0,0.0,No,Personal car,Car,No,2.064712125,Social/recreation,1,-0.31867672594497404,0.7544161003024128
4787,13203342,10203342,Wednesday,Not very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,26 to 30,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"Asian, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Subway,Subway,Yes,7.396100787999999,School,1,-0.3333796409687379,0.29932279690429503
4788,13203454,10203454,Wednesday,Very typical,Staten Island,Staten Island,PM,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,41 to 45,3.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Personal car,Car,No,1.30578967,Social/recreation,1,-0.33287348446590376,2.2239250733749936
4789,13203549,10203549,Wednesday,Very typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,6 to 10,3.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,71.0,60.0,0.0,No,Walk,Walk,Yes,2.001801832,Social/recreation,1,-0.2806022883852324,1.1032188678763224
4790,13203574,10203574,Wednesday,Very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,6 to 10,3.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"Asian, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Walk,Walk,Yes,6.238472467,Commute to/from work,1,-0.32111691863213315,-0.014710959305569468
4791,13203577,10203577,Wednesday,Not at all typical,Queens,Outer Queens,NOON,Staten Island,Outer Queens,Home,Queens,Outer Queens,Home,41 to 45,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Personal car,Car,No,1.634594637,Medical visit (doctor's office),1,-0.3524626798113857,1.6317703482236643
4792,13203578,10203578,Wednesday,Very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Park/Recreational area/Gym,Brooklyn,Outer Brooklyn,Park/Recreational area/Gym,6 to 10,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Personal car,Car,No,2.421045438,Social/recreation,1,-0.3256709537693893,2.4001556932821595
4793,13203583,10203583,Wednesday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Work,Brooklyn,Outer Brooklyn,Work,31 to 35,8.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Other,Other,No,1.040478427,Business,1,-0.38804595583503504,0.6406209950544939
4794,13203625,10203625,Thursday,Somewhat typical,Brooklyn,Inner Brooklyn,PM,Brooklyn,Inner Brooklyn,Child's daycare facility or school,Brooklyn,Inner Brooklyn,Child's daycare facility or school,6 to 10,6.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Walk,Walk,Yes,0.241638238,Accompanying other traveler,1,-0.3482970184170355,1.136032618301112
4795,13203626,10203626,Thursday,Very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,School,Brooklyn,Outer Brooklyn,School,41 to 45,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.47636735,School,1,-0.3716951811409016,0.7146394599811035
4796,13203628,10203628,Thursday,Very typical,Queens,Outer Queens,PM,Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",16 to 20,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Walk,Walk,Yes,1.586917712,Shopping,1,-0.3915259104170229,0.3169263475716655
4797,13203629,10203629,Thursday,Somewhat typical,Brooklyn,Inner Brooklyn,PM,Inner Brooklyn,Inner Brooklyn,Friend or family member's home,Brooklyn,Inner Brooklyn,Friend or family member's home,6 to 10,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.917171928,Social/recreation,1,-0.2922249296001758,0.9948630921943324
4798,13203630,10203630,Thursday,Very typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Work,Brooklyn,Inner Brooklyn,Work,6 to 10,4.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Walk,Walk,Yes,2.417228877,Commute to/from work,1,-0.3149718198618034,2.381764415246093
4799,13203667,10203667,Thursday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,41 to 45,3.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.425753575,Shopping,1,-0.3326732557047424,0.6683488274071877
4800,13203679,10203679,Thursday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,Manhattan,Inner Brooklyn,School,Brooklyn,Inner Brooklyn,School,26 to 30,4.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,0.3321602,School,1,-0.2551822838319391,2.0949269060288898
4801,13203697,10203697,Thursday,Not at all typical,Queens,Inner Queens,NOON,Queens,Inner Queens,Home,Queens,Inner Queens,Home,36 to 40,3.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,Some high school,No,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,1.904636927,Medical visit (doctor's office),1,-0.6960092128918599,0.2871011339336895
4802,13203712,10203712,Thursday,Not very typical,Brooklyn,Inner Brooklyn,PM,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,61 to 180,3.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.549841496,Social/recreation,1,-0.5715272099707606,1.521737120737047
4803,13203714,10203714,Thursday,Not at all typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Friend or family member's home,The Bronx,Southern Bronx,Friend or family member's home,11 to 15,4.0,Male,"$15,000 - $24,999",No,No,No,Yes,No,No,No,No,No,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Paratransit/ Access-A-Ride,Bus,Yes,0.6576820320000001,Social/recreation,1,-0.5046513517811569,0.4338366548263387
4804,13203722,10203722,Thursday,Somewhat typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Other,The Bronx,Southern Bronx,Other,11 to 15,11.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Local bus,Bus,Yes,0.54542011,Other,1,-0.6546522025036392,1.003361195878811
4805,13203723,10203723,Thursday,Very typical,The Bronx,Northern Bronx,NOON,Outside of NYC,Northern Bronx,"Grocery store or market (including deli, bodega, etc.)",Outside of NYC,Northern Bronx,"Grocery store or market (including deli, bodega, etc.)",0 to 5,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Walk,Walk,Yes,0.564435323,Shopping,1,-0.6678961568503872,0.6038602162217405
4806,13203733,10203733,Thursday,Somewhat typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,41 to 45,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.674904334,Commute to/from work,1,-0.65822554573615,-0.09811440056454676
4807,13203753,10203753,Friday,Very typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Other,Brooklyn,Inner Brooklyn,Other,6 to 10,4.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,1.642508649,Social/recreation,1,-0.4389789743560784,0.3219068152612685
4808,13203755,10203755,Friday,Not very typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",Brooklyn,Outer Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",0 to 5,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,0.7606168179999999,Shopping,1,-0.6835121740721197,0.2732656366996852
4809,13203760,10203760,Friday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,0 to 5,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Personal car,Car,No,0.7423688820000001,Shopping,1,-0.5659185646232557,0.2810089151760932
4810,13203770,10203770,Friday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,26 to 30,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,1.490587778,Social/recreation,1,-0.4611472721640287,-0.08232370070237874
5069,14202502,10202502,Thursday,Somewhat typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,36 to 40,4.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,1.819249335,Commute to/from work,1,-0.5778121761356342,0.8071619777716262
5070,14202506,10202506,Thursday,Very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Friend or family member's home,Brooklyn,Outer Brooklyn,Friend or family member's home,16 to 20,5.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,Yes,I do not have access to a car,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,2.097658752,Personal errands,1,0.05693775404287928,2.390767396692225
5071,14202510,10202510,Thursday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Work,Queens,Outer Queens,Work,16 to 20,5.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,0.740831998,Commute to/from work,1,-0.07145074150446334,0.8639201323190454
5072,14202524,10202524,Thursday,Very typical,Queens,Inner Queens,PM,Queens,Inner Queens,Home,Queens,Inner Queens,Home,0 to 5,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,0.696638195,Shopping,1,0.04123324727718671,0.6612026150345662
